Part number;Size;Colour;Barcode;File name;Short description;Long description;RRP;VAT;Trade;Box Qty;Brand;Search 1;Search 2;Cat A;Cat B;Cat C;Year;Item group;Retail group;Product group;Net price 440056;Net price 450141;Net price 411578
"800002629";S-M;Black;"4713250024189";;PATH&RELAY PADS HELMET ACCESSORY BLACK S-M;;9.99;0,00;5;1;Giant;Helmet-others & accessory;;Gear;Rider Gear;Men's;2022;101Z;;22relaypathaccessory;5,00;5,00;5,00
"800002630";L;Black;"4713250024196";;PATH&RELAY PADS HELMET ACCESSORY BLACK M-L;;9.99;0,00;5;1;Giant;Helmet-others & accessory;;Gear;Rider Gear;Men's;2022;101Z;;22relaypathaccessory;5,00;5,00;5,00
"800002635";osfm;;"4713250026336";;PATH RELAY VISOR PLUG HELMET ACCESSORY MATTE BLACK ONE SIZE;;6.99;0,00;3.79;1;Giant;Helmet-others & accessory;;Gear;Rider Gear;Men's;2022;101Z;;22relaypathaccessory;3,79;3,79;3,79
"800002638";TU;Gloss Purple;"4713250026732";;GIANT HOOT ARX GLOSS PURPLE;;39.99;0,00;39.99;1;Giant;Helmet-youth;;Gear;Rider Gear;Men's;2022;101D;;22hootarxhelmet;23,99;18,00;18,00
"800002639";TU;Gloss Sapphire;"4713250026749";;GIANT HOOT ARX GLOSS SAPPHIRE;;39.99;0,00;39.99;1;Giant;Helmet-youth;;Gear;Rider Gear;Men's;2022;101D;;22hootarxhelmet;23,99;18,00;18,00
"800002640";TU;Gloss Grenadine;"4713250026756";;GIANT HOOT ARX GLOSS GRENADINE;;39.99;0,00;39.99;1;Giant;Helmet-youth;;Gear;Rider Gear;Men's;2022;101D;;22hootarxhelmet;23,99;18,00;18,00
"800002641";TU;Gloss Orange;"4713250026763";;GIANT HOOT ARX GLOSS METALLIC ORANGE;;39.99;0,00;39.99;1;Giant;Helmet-youth;;Gear;Rider Gear;Men's;2022;101D;;22hootarxhelmet;23,99;18,00;18,00
"800002642";OSFM (50-5;Gloss Snow drift;"4713250026770";;GIANT HOOT ARX GLOSS SNOW DRIFT;;39.99;0,00;39.99;1;Giant;Helmet-youth;;Gear;Rider Gear;Men's;2022;101D;;22hootarxhelmet;23,99;18,00;18,00
"800002643";TU;Gloss Metallic Green;"4713250026787";;GIANT HOOT ARX GLOSS METALLIC GREEN;;39.99;0,00;39.99;1;Giant;Helmet-youth;;Gear;Rider Gear;Men's;2022;101D;;22hootarxhelmet;23,99;18,00;18,00
"800002644";TU;Gloss Metallic Black;"4713250026794";;GIANT HOOT ARX GLOSS METALLIC BLACK;;39.99;0,00;39.99;1;Giant;Helmet-youth;;Gear;Rider Gear;Men's;2022;101D;;22hootarxhelmet;23,99;18,00;18,00
"800002654";S;MY22 Bike Exchange white blue;"4713250035338";;REV PRO MIPS CPSC/CE GLOSS TEAM ISSUE S;;189.99;0,00;65;1;Giant;Helmet-road;;Gear;Rider Gear;Men's;2022;101A;;revpromipsteam;65,00;65,00;65,00
"800002655";M;MY22 Bike Exchange white blue;"4713250035345";;REV PRO MIPS CPSC/CE GLOSS TEAM ISSUE M;;189.99;0,00;65;1;Giant;Helmet-road;;Gear;Rider Gear;Men's;2022;101A;;revpromipsteam;65,00;65,00;65,00
"800002656";L;MY22 Bike Exchange white blue;"4713250035352";;REV PRO MIPS CPSC/CE GLOSS TEAM ISSUE L;;189.99;0,00;65;1;Giant;Helmet-road;;Gear;Rider Gear;Men's;2022;101A;;revpromipsteam;65,00;65,00;65,00
"800002657";S;MY22 Bike Exchange white blue;"4713250035369";;LIV REV PRO MIPS CPSC/CE GLOSS TEAM ISSUE S;;189.99;0,00;65;1;Liv;Helmet-road;;Gear;Rider Gear;Women's;2022;101A;;livrevpromipsteam;65,00;65,00;65,00
"800002658";M;MY22 Bike Exchange white blue;"4713250035376";;LIV REV PRO MIPS CPSC/CE GLOSS TEAM ISSUE M;;189.99;0,00;65;1;Liv;Helmet-road;;Gear;Rider Gear;Women's;2022;101A;;;65,00;65,00;65,00
"800002690";S (51-55cm;Panther Black;"4713250041544";;RAIL MIPS PANTHER BLACK S;;149.99;0,00;149.99;1;Giant;Helmet-MTB;;Gear;Rider Gear;Men's;2023;101B;;23railpanther;89,99;67,50;67,50
"800002691";M (55-59cm;Panther Black;"4713250041551";;RAIL MIPS PANTHER BLACK M;;149.99;0,00;149.99;1;Giant;Helmet-MTB;;Gear;Rider Gear;Men's;2023;101B;;23railpanther;89,99;67,50;67,50
"800002692";L (59-63cm;Panther Black;"4713250041568";;RAIL MIPS PANTHER BLACK L;;149.99;0,00;149.99;1;Giant;Helmet-MTB;;Gear;Rider Gear;Men's;2023;101B;;23railpanther;89,99;67,50;67,50
"800002693";S (51-55cm;Black Diamond;"4713250041575";;ROOST MIPS BLACK DIAMOND S;;89.99;0,00;89.99;1;Giant;Helmet-MTB;;Gear;Rider Gear;Men's;2023;101B;;23roostblack;53,99;40,50;40,50
"800002694";M (55-59cm;Black Diamond;"4713250041582";;ROOST MIPS BLACK DIAMOND M;;89.99;0,00;89.99;1;Giant;Helmet-MTB;;Gear;Rider Gear;Men's;2023;101B;;23roostblack;53,99;40,50;40,50
"800002695";L (59-63cm;Black Diamond;"4713250041599";;ROOST MIPS BLACK DIAMOND L;;89.99;0,00;89.99;1;Giant;Helmet-MTB;;Gear;Rider Gear;Men's;2023;101B;;23roostblack;53,99;40,50;40,50
"800002696";S (51-55cm;Black Diamond;"4713250041605";;LIV RAIL MIPS BLACK DIAMOND S;;149.99;0,00;149.99;1;Liv;Helmet-MTB;;Gear;Rider Gear;Women's;2023;101B;;23livrailblack;89,99;67,50;67,50
"800002697";M (55-59cm;Black Diamond;"4713250041612";;LIV RAIL MIPS BLACK DIAMOND M;;149.99;0,00;149.99;1;Liv;Helmet-MTB;;Gear;Rider Gear;Women's;2023;101B;;23livrailblack;89,99;67,50;67,50
"800002698";S;Black Currant;"4713250041629";;LIV ROOST MIPS MATTE BLACK CURRENT S;;89.99;0,00;89.99;1;Liv;Helmet-MTB;;Gear;Rider Gear;Women's;2023;101B;;23livroostblkcurrent;53,99;40,50;40,50
"800002699";M;Black Currant;"4713250041636";;LIV ROOST MIPS MATTE BLACK CURRENT M;;89.99;0,00;89.99;1;Liv;Helmet-MTB;;Gear;Rider Gear;Women's;2023;101B;;23livroostblkcurrent;53,99;40,50;40,50
"800002700";S;Phantom Green;"4713250041650";;RAIL MIPS PHANTOM GREEN S;;149.99;0,00;149.99;1;Giant;Helmet-MTB;;Gear;Rider Gear;Men's;2023;101B;;23railgreen;89,99;67,50;67,50
"800002701";M;Phantom Green;"4713250041667";;RAIL MIPS PHANTOM GREEN M;;149.99;0,00;149.99;1;Giant;Helmet-MTB;;Gear;Rider Gear;Men's;2023;101B;;23railgreen;89,99;67,50;67,50
"800002702";L;Phantom Green;"4713250041674";;RAIL MIPS PHANTOM GREEN L;;149.99;0,00;149.99;1;Giant;Helmet-MTB;;Gear;Rider Gear;Men's;2023;101B;;23railgreen;89,99;67,50;67,50
"800002703";S (51-55cm;MATTE SLATE;"4713250041681";;RAIL MIPS MATTE SLATE S;;149.99;0,00;149.99;1;Giant;Helmet-MTB;;Gear;Rider Gear;Men's;2023;101B;;23railslate;89,99;67,50;67,50
"800002704";M (55-59cm;MATTE SLATE;"4713250041698";;RAIL MIPS MATTE SLATE M;;149.99;0,00;149.99;1;Giant;Helmet-MTB;;Gear;Rider Gear;Men's;2023;101B;;23railslate;89,99;67,50;67,50
"800002705";L (59-63cm;MATTE SLATE;"4713250041704";;RAIL MIPS MATTE SLATE L;;149.99;0,00;149.99;1;Giant;Helmet-MTB;;Gear;Rider Gear;Men's;2023;101B;;23railslate;89,99;67,50;67,50
"800002730";S (51-55cm;Phoenix Fire;"4713250041957";;ROOST MIPS PHOENIX FIRE S;;89.99;0,00;89.99;1;Giant;Helmet-MTB;;Gear;Rider Gear;Men's;2023;101B;;23roostphoenix;53,99;40,50;40,50
"800002731";M (55-59cm;Phoenix Fire;"4713250041964";;ROOST MIPS PHOENIX FIRE M;;89.99;0,00;89.99;1;Giant;Helmet-MTB;;Gear;Rider Gear;Men's;2023;101B;;23roostphoenix;53,99;40,50;40,50
"800002732";L (59-63cm;Phoenix Fire;"4713250041971";;ROOST MIPS PHOENIX FIRE L;;89.99;0,00;89.99;1;Giant;Helmet-MTB;;Gear;Rider Gear;Men's;2023;101B;;23roostphoenix;53,99;40,50;40,50
"800002742";S;Air Glow;"4713250042077";;LIV RAIL MIPS AIR GLOW S;;149.99;0,00;149.99;1;Liv;Helmet-MTB;;Gear;Rider Gear;Women's;2023;101B;;23livrailairglow;89,99;67,50;67,50
"800002743";M;Air Glow;"4713250042084";;LIV RAIL MIPS AIR GLOW M;;149.99;0,00;149.99;1;Liv;Helmet-MTB;;Gear;Rider Gear;Women's;2023;101B;;23livrailairglow;89,99;67,50;67,50
"800002750";S (51-55cm;Air Glow;"4713250042152";;LIV ROOST MIPS AIR GLOW S;;89.99;0,00;89.99;1;Liv;Helmet-MTB;;Gear;Rider Gear;Women's;2023;101B;;23livroostairglow;53,99;40,50;40,50
"800002751";M (55-59cm;Air Glow;"4713250042169";;LIV ROOST MIPS AIR GLOW M;;89.99;0,00;89.99;1;Liv;Helmet-MTB;;Gear;Rider Gear;Women's;2023;101B;;23livroostairglow;53,99;40,50;40,50
"800002764";S;Black;"4713250055602";;RAIL MIPS AIR NODE HELMET ACCESSORY BLACK S 8MM;;29.99;0,00;16.24;1;Giant;Helmet-others & accessory;;Gear;Rider Gear;Men's;2023;101Z;;24railmipsaccessory;16,24;16,24;16,24
"800002765";M;Black;"4713250055619";;RAIL MIPS AIR NODE HELMET ACCESSORY BLACK M 8MM;;29.99;0,00;16.24;1;Giant;Helmet-others & accessory;;Gear;Rider Gear;Men's;2023;101Z;;24railmipsaccessory;16,24;16,24;16,24
"800002766";L;Black;"4713250055626";;RAIL MIPS AIR NODE HELMET ACCESSORY BLACK L 8MM;;29.99;0,00;16.24;1;Giant;Helmet-others & accessory;;Gear;Rider Gear;Men's;2023;101Z;;24railmipsaccessory;16,24;16,24;16,24
"800002767";S;Black;"4713250056890";;REV ELITE MIPS GLOSS PANTHER BLACK S;;129.99;0,00;129.99;1;Giant;Helmet-road;;Gear;Rider Gear;Men's;2023;101A;;24reveliteblack;77,99;58,50;58,50
"800002768";M;Black;"4713250056906";;REV ELITE MIPS GLOSS PANTHER BLACK M;;129.99;0,00;129.99;1;Giant;Helmet-road;;Gear;Rider Gear;Men's;2023;101A;;24reveliteblack;77,99;58,50;58,50
"800002769";L;Black;"4713250056913";;REV ELITE MIPS GLOSS PANTHER BLACK L;;129.99;0,00;129.99;1;Giant;Helmet-road;;Gear;Rider Gear;Men's;2023;101A;;24reveliteblack;77,99;58,50;58,50
"800002770";S;White;"4713250056920";;REV ELITE MIPS MATTE WHITE/SILVER S;;129.99;0,00;129.99;1;Giant;Helmet-road;;Gear;Rider Gear;Men's;2023;101A;;24revelitewhite;77,99;58,50;58,50
"800002771";M;White;"4713250056937";;REV ELITE MIPS MATTE WHITE/SILVER M;;129.99;0,00;129.99;1;Giant;Helmet-road;;Gear;Rider Gear;Men's;2023;101A;;24revelitewhite;77,99;58,50;58,50
"800002772";L;White;"4713250056944";;REV ELITE MIPS MATTE WHITE/SILVER L;;129.99;0,00;129.99;1;Giant;Helmet-road;;Gear;Rider Gear;Men's;2023;101A;;24revelitewhite;77,99;58,50;58,50
"800002774";M;Blue;"4713250056968";;REV ELITE MIPS GLOSS ULTRA NAVY BLUE M;;129.99;0,00;129.99;1;Giant;Helmet-road;;Gear;Rider Gear;Men's;2023;101A;;24revelitenavy;77,99;58,50;58,50
"800002775";L;Blue;"4713250056975";;REV ELITE MIPS GLOSS ULTRA NAVY BLUE L;;129.99;0,00;129.99;1;Giant;Helmet-road;;Gear;Rider Gear;Men's;2023;101A;;24revelitenavy;77,99;58,50;58,50
"800002780";M;Grey;"4713250057026";;REV ELITE MIPS MATTE CASTLE ROCK GREY M;;129.99;0,00;129.99;1;Giant;Helmet-road;;Gear;Rider Gear;Men's;2023;101A;;24revelitegrey;77,99;58,50;58,50
"800002781";L;Grey;"4713250057033";;REV ELITE MIPS MATTE CASTLE ROCK GREY L;;129.99;0,00;129.99;1;Giant;Helmet-road;;Gear;Rider Gear;Men's;2023;101A;;24revelitegrey;77,99;58,50;58,50
"800002803";S;Black;"4713250057255";;LIV REV ELITE MIPS GLOSS STARDUST BLACK S;;129.99;0,00;129.99;1;LIV;Helmet-road;;Gear;Rider Gear;Women's;2023;101A;;24livreveliteblack;77,99;58,50;58,50
"800002804";M;Black;"4713250057262";;LIV REV ELITE MIPS GLOSS STARDUST BLACK M;;129.99;0,00;129.99;1;LIV;Helmet-road;;Gear;Rider Gear;Women's;2023;101A;;24livreveliteblack;77,99;58,50;58,50
"800002806";S;White;"4713250057286";;LIV REV ELITE MIPS GLOSS UNICORN WHITE S;;129.99;0,00;129.99;1;LIV;Helmet-road;;Gear;Rider Gear;Women's;2023;101A;;24livrevelitewhite;77,99;58,50;58,50
"800002807";M;White;"4713250057293";;LIV REV ELITE MIPS GLOSS UNICORN WHITE M;;129.99;0,00;129.99;1;LIV;Helmet-road;;Gear;Rider Gear;Women's;2023;101A;;24livrevelitewhite;77,99;58,50;58,50
"800002809";S;Gloss Orion Nebula;"4713250057316";;LIV REV ELITE MIPS GLOSS ORION NEBULA S;;129.99;0,00;129.99;1;LIV;Helmet-road;;Gear;Rider Gear;Women's;2023;101A;;24livreveliteorion;77,99;58,50;58,50
"800002810";M;Gloss Orion Nebula;"4713250057323";;LIV REV ELITE MIPS GLOSS ORION NEBULA M;;129.99;0,00;129.99;1;LIV;Helmet-road;;Gear;Rider Gear;Women's;2023;101A;;24livreveliteorion;77,99;58,50;58,50
"800002831";M;Black;"4713250064826";;REV COMP MIPS GLOSS PANTHER BLACK M;;79.99;0,00;79.99;1;GIANT;Helmet-road;;Gear;Rider Gear;Men's;2024;101A;;24revcompblack;47,99;36,00;36,00
"800002832";L;Black;"4713250064833";;REV COMP MIPS GLOSS PANTHER BLACK L;;79.99;0,00;79.99;1;GIANT;Helmet-road;;Gear;Rider Gear;Men's;2024;101A;;24revcompblack;47,99;36,00;36,00
"800002837";M;Silver;"4713250064888";;REV COMP MIPS MATTE MERCURY SILVER M;;79.99;0,00;79.99;1;Giant;Helmet-road;;Gear;Rider Gear;Men's;2024;101A;;24revcompsilver;47,99;36,00;36,00
"800002838";L;Silver;"4713250064895";;REV COMP MIPS MATTE MERCURY SILVER L;;79.99;0,00;79.99;1;Giant;Helmet-road;;Gear;Rider Gear;Men's;2024;101A;;24revcompsilver;47,99;36,00;36,00
"800002848";S;Black;"4713250064994";;LIV REV COMP MIPS GLOSS ASPHALT BLACK S;;79.99;0,00;79.99;1;LIV;Helmet-road;;Gear;Rider Gear;Women's;2024;101A;;24livrevcompblack;47,99;36,00;36,00
"800002849";M;Black;"4713250065007";;LIV REV COMP MIPS GLOSS ASPHALT BLACK M;;79.99;0,00;79.99;1;LIV;Helmet-road;;Gear;Rider Gear;Women's;2024;101A;;24livrevcompblack;47,99;36,00;36,00
"800002854";S;Blue;"4713250065052";;LIV REV COMP MIPS MATTE PRISMATIC BLUE S;;79.99;0,00;79.99;1;Liv;Helmet-road;;Gear;Rider Gear;Women's;2024;101A;;24livrevcompblue;47,99;36,00;36,00
"800002855";M;Blue;"4713250065069";;LIV REV COMP MIPS MATTE PRISMATIC BLUE M;;79.99;0,00;79.99;1;Liv;Helmet-road;;Gear;Rider Gear;Women's;2024;101A;;24livrevcompblue;47,99;36,00;36,00
"800002880";Youth-OSFM;Phoenix Fire;"4713250066424";;PATH MIPS ARX MATTE FIRE RED YOUTH;;44.99;0,00;44.99;1;GIANT;Helmet-recreational;;Gear;Rider Gear;Men's;2024;101C;;;26,99;20,25;20,25
"800002881";Youth-OSFM;Cobalt;"4713250066431";;PATH MIPS ARX MATTE COBALT BLUE YOUTH;;44.99;0,00;44.99;1;GIANT;Helmet-recreational;;Gear;Rider Gear;Men's;2024;101C;;;26,99;20,25;20,25
"800002882";Youth-OSFM;Lime Punch;"4713250066448";;PATH MIPS ARX MATTE LIME PUNCH YELLOW YOUTH;;44.99;0,00;44.99;1;GIANT;Helmet-recreational;;Gear;Rider Gear;Men's;2024;101C;;;26,99;20,25;20,25
"800002883";Youth-OSFM;Soap Suds;"4713250066455";;PATH MIPS ARX MATTE SOAP SUDS YOUTH;;44.99;0,00;44.99;1;GIANT;Helmet-recreational;;Gear;Rider Gear;Men's;2024;101C;;;26,99;20,25;20,25
"800002906";S;Matte Black;"4713250070308";;RIVET MIPS BLACK S;;269.99;0,00;269.99;1;GIANT;Helmet-road;;Gear;Rider Gear;Men's;2025;101A;;;161,99;121,50;121,50
"800002907";M;Matte Black;"4713250070315";;RIVET MIPS BLACK M;;269.99;0,00;269.99;1;GIANT;Helmet-road;;Gear;Rider Gear;Men's;2025;101A;;;161,99;121,50;121,50
"800002908";L;Matte Black;"4713250070322";;RIVET MIPS BLACK L;;269.99;0,00;269.99;1;GIANT;Helmet-road;;Gear;Rider Gear;Men's;2025;101A;;;161,99;121,50;121,50
"800002909";S;Matte White;"4713250070339";;RIVET MIPS WHITE S;;269.99;0,00;269.99;1;GIANT;Helmet-road;;Gear;Rider Gear;Men's;2025;101A;;;161,99;121,50;121,50
"800002910";M;Matte White;"4713250070346";;RIVET MIPS WHITE M;;269.99;0,00;269.99;1;GIANT;Helmet-road;;Gear;Rider Gear;Men's;2025;101A;;;161,99;121,50;121,50
"800002911";L;Matte White;"4713250070353";;RIVET MIPS WHITE L;;269.99;0,00;269.99;1;GIANT;Helmet-road;;Gear;Rider Gear;Men's;2025;101A;;;161,99;121,50;121,50
"800002918";S;Matte Black;"4713250071800";;LIV RIVET MIPS BLACK S;;269.99;0,00;269.99;1;LIV;Helmet-road;;Gear;Rider Gear;Women's;2025;101A;;;161,99;121,50;121,50
"800002919";M;Matte Black;"4713250071817";;LIV RIVET MIPS BLACK M;;269.99;0,00;269.99;1;LIV;Helmet-road;;Gear;Rider Gear;Women's;2025;101A;;;161,99;121,50;121,50
"800002920";S;Matte White;"4713250071824";;LIV RIVET MIPS WHITE S;;269.99;0,00;269.99;1;LIV;Helmet-road;;Gear;Rider Gear;Women's;2025;101A;;;161,99;121,50;121,50
"800002921";M;Matte White;"4713250071831";;LIV RIVET MIPS WHITE M;;269.99;0,00;269.99;1;LIV;Helmet-road;;Gear;Rider Gear;Women's;2025;101A;;;161,99;121,50;121,50
"800002957";S-M;Matte Black;"4713250074252";;NOVO MIPS BLACK S;;124.99;0,00;124.99;1;GIANT;Helmet-road;;Gear;Rider Gear;Men's;2025;101A;;;74,99;56,25;56,25
"800002958";M-L;Matte Black;"4713250074269";;NOVO MIPS BLACK M;;124.99;0,00;124.99;1;GIANT;Helmet-road;;Gear;Rider Gear;Men's;2025;101A;;;74,99;56,25;56,25
"800002967";S;MATTE NAVY BLUE;"4713250074351";;LIV NOVO MIPS NAVY S;;124.99;0,00;124.99;1;LIV;Helmet-road;;Gear;Rider Gear;Women's;2025;101A;;;74,99;56,25;56,25
"800002968";M;MATTE NAVY BLUE;"4713250074368";;LIV NOVO MIPS NAVY M;;124.99;0,00;124.99;1;LIV;Helmet-road;;Gear;Rider Gear;Women's;2025;101A;;;74,99;56,25;56,25
"810000127";;Black;"4713250832487";;APUS BLACK - KOLOR UP PC CAT.3 + CLEAR;;39.99;20,00;33.33;1;Giant;Sunglasses;;Gear;Rider Gear;Men's;2022;102A;;;21,66;16,67;16,67
"810000131";;Black / Grey;"4713250832524";;STRATOS LITE BLACK/GRAY - KOLOR UP ROAD CAT.3 + CLEAR;;64.99;20,00;54.16;1;Giant;Sunglasses;;Gear;Rider Gear;Men's;2022;102A;;;35,20;27,08;27,08
"810000133";;White / Black;"4713250832548";;STRATOS LITE WHITE/BLACK - KOLOR UP ROAD CAT.3 + CLEAR;;64.99;20,00;54.16;1;Giant;Sunglasses;;Gear;Rider Gear;Men's;2022;102A;;;35,20;27,08;27,08
"810000134";;Black / Grey;"4713250832555";;STRATOS LITE BLACK/GRAY - KOLOR UP PC CAT.3 + CLEAR;;39.99;20,00;33.33;1;Giant;Sunglasses;;Gear;Rider Gear;Men's;2022;102A;;;21,66;16,67;16,67
"810000135";;White / Black;"4713250832562";;STRATOS LITE WHITE/BLACK - KOLOR UP PC CAT.3 + CLEAR;;39.99;20,00;33.33;1;Giant;Sunglasses;;Gear;Rider Gear;Men's;2022;102A;;;21,66;16,67;16,67
"810000148";OSFM;Black / Fuchsia;"4713250832692";;LIV VISTA BLACK/FUSCHIA - KOLOR UP PC CAT.3 + CLEAR;;39.99;20,00;33.33;1;Liv;Sunglasses;;Gear;Rider Gear;Women's;2022;102A;;;21,66;16,67;16,67
"820000261";M;Black;"4718905998839";;3D ARM WARMER BLACK MD;;22.99;20,00;19.16;1;Giant;Arm wear;;Gear;Rider Gear;Men's;2020;103B;;;12,45;9,58;9,58
"820000262";L;Black;"4718905998846";;3D ARM WARMER BLACK LG;;22.99;20,00;19.16;1;Giant;Arm wear;;Gear;Rider Gear;Men's;2020;103B;;;12,45;9,58;9,58
"820000263";S;Black;"4718905998853";;3D KNEE WARMER BLACK SM;;24.99;20,00;7;1;Giant;Leg, knee wear;;Gear;Rider Gear;Men's;2020;103C;;;7,00;7,00;7,00
"820000265";L;Black;"4718905998877";;3D KNEE WARMER BLACK LG;;24.99;20,00;7;1;Giant;Leg, knee wear;;Gear;Rider Gear;Men's;2020;103C;;;7,00;7,00;7,00
"820000281";S;Black;"4718905998594";;Liv MIDTHERMAL ARM WARMER BLACK SM;;24.99;20,00;20.83;1;Liv;Arm wear;;Gear;Rider Gear;Women's;2022;103B;;;15,62;12,50;15,62
"820000282";M;Black;"4718905998600";;Liv MIDTHERMAL ARM WARMER BLACK MD;;24.99;20,00;20.83;1;Liv;Arm wear;;Gear;Rider Gear;Women's;2022;103B;;15livarm;15,62;12,50;15,62
"820000283";L;Black;"4718905998617";;Liv MIDTHERMAL ARM WARMER BLACK LG;;24.99;20,00;20.83;1;Liv;Arm wear;;Gear;Rider Gear;Women's;2022;103B;;15livarm;15,62;12,50;15,62
"820000284";S;Black;"4718905998624";;Liv MIDTHERMAL KNEE WARMER BLACK SM;;22.99;20,00;19.16;1;Liv;Leg, knee wear;;Gear;Rider Gear;Women's;2021;103C;;;12,45;9,58;9,58
"820000285";M;Black;"4718905998631";;Liv MIDTHERMAL KNEE WARMER BLACK MD;;22.99;20,00;19.16;1;Liv;Leg, knee wear;;Gear;Rider Gear;Women's;2021;103C;;;12,45;9,58;9,58
"820000286";L;Black;"4718905998648";;Liv MIDTHERMAL KNEE WARMER BLACK LG;;22.99;20,00;19.16;1;Liv;Leg, knee wear;;Gear;Rider Gear;Women's;2021;103C;;;12,45;9,58;9,58
"820000350";XS-S;White;"4718905870722";;LIV SWEET SOCK WHITE XS/S;;7.99;20,00;6.66;1;Liv;Socks;;Gear;Rider Gear;Women's;2020;103D;;15livsweetwhite;4,33;3,33;3,33
"820000351";M-L;White;"4718905870739";;LIV SWEET SOCK WHITE M/L;;7.99;20,00;6.66;1;Liv;Socks;;Gear;Rider Gear;Women's;2020;103D;;;4,33;3,33;3,33
"820000396";OSFM;Grey;"4718905871422";;LIV ThermTextura ™ SKULL CAP HEATHER GRAY;;14.99;20,00;12.49;1;Liv;Headwear Cap;;Gear;Rider Gear;Women's;2021;103A;;;9,37;7,49;9,37
"820000571";L;Black;"4713250805559";;LIV ZORYA ARM COVER BLACK/MULTICOLOR LG;;24.99;20,00;20.83;1;Liv;Arm wear;;Gear;Rider Gear;Women's;2020;103B;;;13,54;10,42;10,42
"820000578";S;Black;"4713250805627";;LIV ZORYA LEG COVER BLACK/MULTICOLOR SM;;29.99;20,00;9.5;1;Liv;Arm wear;;Gear;Rider Gear;Women's;2020;103B;;;9,50;9,50;9,50
"820000581";S;Black;"4713250805658";;LIV FLARA THERMAL LEG COVER BLACK SM;;34.99;20,00;29.16;1;Liv;Arm wear;;Gear;Rider Gear;Women's;2021;103B;;;18,95;14,58;14,58
"820000582";M;Black;"4713250805665";;LIV FLARA THERMAL LEG COVER BLACK MD;;34.99;20,00;29.16;1;Liv;Arm wear;;Gear;Rider Gear;Women's;2021;103B;;;18,95;14,58;14,58
"820000583";L;Black;"4713250805672";;LIV FLARA THERMAL LEG COVER BLACK LG;;34.99;20,00;29.16;1;Liv;Arm wear;;Gear;Rider Gear;Women's;2021;103B;;;18,95;14,58;14,58
"820000617";;Black;"4718905796435";;GIANT TRUCKER CAP BLACK;;24.99;20,00;20.83;1;Giant;Headwear Cap;;Gear;Rider Gear;Men's;2022;103A;;22truckcap;15,62;12,50;15,62
"820000656";M;Black / Blue / White;"4713250825106";;RACE DAY SOCK BLACK M;;14.99;20,00;12.49;1;GIANT;Socks;;Gear;Rider Gear;Men's;2020;103D;;;8,12;6,25;6,25
"820000657";L;Black / Blue / White;"4713250825113";;RACE DAY SOCK BLACK L;;14.99;20,00;12.49;1;GIANT;Socks;;Gear;Rider Gear;Men's;2020;103D;;;8,12;6,25;6,25
"820000660";L;Cyan / Blue / White;"4713250825144";;RACE DAY SOCK CYAN L;;14.99;20,00;12.49;1;GIANT;Socks;;Gear;Rider Gear;Men's;2020;103D;;;8,12;6,25;6,25
"820000665";M;Yellow;"4713250825205";;ILLUME SOCK NEON YELLOW M;;14.99;20,00;12.49;1;Giant;Socks;;Gear;Rider Gear;Men's;2022;103D;;;9,37;7,49;9,37
"820000666";L;Yellow;"4713250825212";;ILLUME SOCK NEON YELLOW L;;14.99;20,00;12.49;1;Giant;Socks;;Gear;Rider Gear;Men's;2022;103D;;;9,37;7,49;9,37
"820000674";S;Black;"4713250819280";;DIVERSION ARM WARMER BLACK S;;29.99;20,00;9.5;1;GIANT;Arm wear;;Gear;Rider Gear;Men's;2021;103B;;;9,50;9,50;9,50
"820000676";L;Black;"4713250819303";;DIVERSION ARM WARMER BLACK L;;29.99;20,00;9.5;1;GIANT;Arm wear;;Gear;Rider Gear;Men's;2021;103B;;;9,50;9,50;9,50
"820000677";S;Black;"4713250819310";;DIVERSION KNEE WARMER BLACK S;;29.99;20,00;24.99;1;GIANT;Leg, knee wear;;Gear;Rider Gear;Men's;2021;103C;;;16,24;12,50;12,50
"820000682";OSFM;Black;"4713250826462";;LIV RACE DAY CYCLING CAP BLACK;;17.99;20,00;6.75;1;LIV;Headwear Cap;;Gear;Rider Gear;Women's;2020;103A;;;6,75;6,75;6,75
"820000684";M;Neon Yellow;"4713250819983";;ILLUME ARM WARMER NEON YELLOW M;;24.99;20,00;20.83;1;Giant;Arm wear;;Gear;Rider Gear;Men's;2022;103B;;22illumearmwarmer;15,62;12,50;15,62
"820000685";L;Neon Yellow;"4713250819990";;ILLUME ARM WARMER NEON YELLOW L;;24.99;20,00;20.83;1;Giant;Arm wear;;Gear;Rider Gear;Men's;2022;103B;;22illumearmwarmer;15,62;12,50;15,62
"820000695";XS-S;Black / Virtual Pink;"4713250826325";;LIV LEGENDA SOCKS BLACK/VIRTUAL PINK XS/S;;14.99;20,00;12.49;1;LIV;Socks;;Gear;Rider Gear;Women's;2021;103D;;;9,37;7,49;9,37
"820000696";M-L;Black / Virtual Pink;"4713250826332";;LIV LEGENDA SOCKS BLACK/VIRTUAL PINK M/L;;14.99;20,00;12.49;1;LIV;Socks;;Gear;Rider Gear;Women's;2021;103D;;;9,37;7,49;9,37
"820000697";XS-S;Black / Grey;"4713250826349";;LIV LEGENDA SOCKS BLACK/GREY XS/S;;14.99;20,00;5;1;LIV;Socks;;Gear;Rider Gear;Women's;2020;103D;;;5,00;5,00;5,00
